,answerid,parentid,username,userid,context,time,vote
979,,74583392,,,,,
980,74583473,74583390,codinn.dev,15755662,"Solution
const characters = [
    { movie: [""Rambo"", ""Rockey"", ""Avengers""] }, 
    { movie: [""Fatherhood"", ""Rockey"", ""Avengers""] }
 ]
    
const isRamboCharacter = (characters) => characters.filter((char) => char.movie.includes(""Rambo""))

console.log(isRamboCharacter(characters));
Run code snippetExpand snippet
Or you could directly call Array's filter method
console.log(characters.filter((char) => char.movie.includes(""Rambo"")));

//output - [ { movie: [ 'Rambo', 'Rockey', 'Avengers' ] } ]",2022-11-26 15:33:35Z,0
981,74583490,74583390,Bergi,1048572,"You can curry it (Return a function in a function)
function isCharacterInMovie(movie) {
  return function filterFunction(characters) {
    const x = [];
    for (let i = 0; i < characters.length; i++) {
      if (characters[i].movie.includes(movie)) {
        x.push(characters[i]);
      }
    }
    return x;
  }
}
const isRamboInMovie = isCharacterInMovie('rambo') // returns the inner function which holds on to the value from when you called it
 isRamboInMovie(charactersInTheMatrix); // []
 isRamboInMovie(charactersInRambo); // ['rambo']
The 'You don't know JS' book series has a great (short AND free) book on this, and it explains it incredibly well You Don't Know JS Yet: Scope & Closures - 2nd Edition",2022-11-26 16:15:10Z,0
982,74583420,74583388,abokey,16120011,"IIUC, use duplicated with mask and ffill :
#is the keyword duplicated ?
m = df['Keyword'].duplicated()

df['Group'] = df['Group'].mask(m).ffill()
# Output:
print(df)

                               Keyword                         Group
0         commercial cleaning services  commercial cleaning services
1  commercial office cleaning services  commercial cleaning services
2         janitorial cleaning services  commercial cleaning services
3  commercial office cleaning services  commercial cleaning services
NB: The reproducible example does not match the image of the input (https://i.stack.imgur.com/fPWPa.png)",2022-11-26 15:40:20Z,2
983,,74583386,,,,,
984,,74583384,,,,,
985,74583472,74583374,Matias Novillo,12373359,I solved it. The problem is that response_testQ was giving me lstTestModel instead of lstTest,2022-11-26 15:33:31Z,1
986,74583487,74583373,pzaenger,2436655,"Use an arrow function:
someFunction(): void { 
  this.myService.doSomething({
    onSuccess: (data: Object) => {
      this.onSuccessFunction(data);
    },
    ...
  });
}",2022-11-26 15:35:43Z,1
987,74583396,74583373,Kjetil,20519869,It looks like you forgot to add this. before the method-call on line 5,2022-11-26 15:22:20Z,0
988,,74583372,,,,,
989,,74583371,,,,,
990,,74583369,,,,,
991,,74583368,,,,,
992,closed,74583367,closed,closed,closed,closed,closed
993,,74583365,,,,,
994,,74583364,,,,,
995,74583583,74583363,Hiran Chaudhuri,4222206,"In your example the process might get stuck as you are not reading it's stdout and stderr streams. From the Process documentation:
Because some native platforms only provide limited buffer size for standard input and output streams, failure to promptly write the input stream or read the output stream of the process may cause the process to block, or even deadlock.
So essentially you are just asking how to execute a process from Java. It is irrelevant that to the user your program would display a terminal-like UI. Knowing this we could rephrase your question and find answers like
Starting a process in Java?
Java Execute a bash script using Java process builder
Execute process from Java irrespective of underlying OS
Java ProcessBuilder - get Output immediately
https://alvinalexander.com/java/java-exec-processbuilder-process-1/",2022-11-26 15:57:15Z,1
996,,74583357,,,,,
997,74583806,74583356,cactustictacs,13598222,"According to your screenshot, you've replaced your AndroidManifest.xml's contents with layout XML. That file is extremely important and you'll get all kinds of errors if you try to build without a valid one!
You need to revert it and then create a layout file (in the res/layout folder) for the layout XML you're trying to use",2022-11-26 16:22:50Z,2
998,74583366,74583355,Rajagopalan,9043475,"Look into pp
example:
require 'pp'
x = { :a => [1,2,3, {:foo => bar}]}
pp x
there is also the inspect method which also works quite nicely
x = { :a => [1,2,3, {:foo => bar}]}
puts x.inspect",2022-11-26 15:21:36Z,1
999,,74583354,,,,,
1000,74583451,74583353,Ricardo Semião e Castro,13048728,"Change row_number(year) == 1 to year == year[1]:
df_new <- df %>%
  arrange(id, year) %>% 
  group_by(id, product, market) %>% 
  mutate(FPFM = year == year[1]) %>% 
  group_by(id, product) %>% 
  mutate(FP = year == year[1]) %>% 
  group_by(id, market) %>% 
  mutate(FM = year == year[1])
Also, the repetition as.data.frame seems unnecessary. You can keep the last one if you really want a data.frame instead of a tibble, but in my opinion tibbles are a better option. Check this section of ""Advanced R"" for some reasons why.
Result:
> df_new
  year id product market  FPFM    FP    FM
1 2000  X   apple    CHN  TRUE  TRUE  TRUE
2 2000  X  orange    USA  TRUE  TRUE  TRUE
3 2000  X  orange    USA  TRUE  TRUE  TRUE
4 2002  X  orange    USA FALSE FALSE FALSE
5 2000  Z    cake    SPA  TRUE  TRUE  TRUE
6 2002  Z    cake    CHL  TRUE FALSE  TRUE
7 2007  Z   bacon    CHL  TRUE  TRUE FALSE",2022-11-26 15:36:15Z,2
1001,74583927,74583353,AndS.,9778513,"I would just make a little helper function to make the code a little cleaner. Note we can change logical to binary with math
library(tidyverse)

which.firsts <- function(.data, ...){
  .data %>%
    arrange(id, year) %>% 
    group_by(...) %>%
    mutate(.val = `+`(year == first(year))) %>%
    pull(.val)
}

df %>%
  mutate(FPFM = which.firsts(., id, product, market),
         FP = which.firsts(., id, product),
         FM  = which.firsts(., id, market))
#>   year id product market FPFM FP FM
#> 1 2000  X   apple    CHN    1  1  1
#> 2 2000  X  orange    USA    1  1  1
#> 3 2000  X  orange    USA    1  1  1
#> 4 2002  X  orange    USA    0  0  0
#> 5 2000  Z    cake    SPA    1  1  1
#> 6 2002  Z    cake    CHL    1  0  1
#> 7 2007  Z   bacon    CHL    1  1  0",2022-11-26 16:39:30Z,2
1002,,74583350,,,,,
1003,74587146,74583346,Shai Almog,756809,"In the IDO you can just press the debug button. It will launch the simulator in debug mode. There's no special command to run. If you do that from the command line you would need to initiate remote debugging which can work but you'll eventually need JDB or an IDE to connect to the app.
See How to remote debug java application from maven command line",2022-11-27 02:47:51Z,0
1004,74583634,74583345,trincot,5459839,"What exactly is happening in the destructuring assignment?
A destructuring assignment where the left side has [ ...rest] notation will create an array for rest. When it has { ...rest} notation, it will create a plain object for rest.
In the first case, the array values from the right hand side are iterated, and these populate the left hand array.
In the second case, the object entries from the right hand side are iterated, and these define the key/value pairs of the left hand object.
Could someone demonstrate the steps that occur above, without using destructuring?
Like this:
let foo = {};
for (const pair of [1, 2].entries()) {
    foo[pair[0]] = pair[1];
}

console.log(foo);
Run code snippetExpand snippet
Is there a place in the ECMA spec (or similar) where the behavior is explained?
The ECMA Script reference is at Destructuring Assignment, and the ObjectAssignmentPattern with AssignmentRestProperty. In that section you'll find Runtime Semantics: RestDestructuringAssignmentEvaluation.
There you see a plain object is created (in step 2). In step three the procedure CopyDataProperties ( target, source, excludedItems ) is executed. This copies enumerable (see step 4.c.ii) properties of the source object (in your case an array object) into the target object.
It is important to stress that only own, enumerable properties are included, which explains why for instance the length property is not copied into the target object.",2022-11-26 15:58:59Z,3
1005,74583749,74583343,Abe,10718641,You can't have two variables with the same name in the same scope. You have to give them different names.,2022-11-26 16:16:36Z,0
1006,,74583342,,,,,
1007,,74583340,,,,,
1008,,74583339,,,,,
1009,74583577,74583336,Ricardo Semião e Castro,13048728,"Your column .College.Lookup probably has NA values, such that the expression SchIndxRead$.College.Lookup==""MIAD"" returns TRUE's and FALSE's, but also NA's.
When you try to subset a variable with a vector that contains NA's, the result will also have NA's:
set.seed(10)
df = tibble(a = 1:10, b = sample(c(0, 1, NA), 10, TRUE))

> df
# A tibble: 10 × 2
       a     b
   <int> <dbl>
 1     1    NA
 2     2     0
 3     3     1
 4     4    NA
 5     5     1
 6     6    NA
 7     7    NA
 8     8    NA
 9     9    NA
10    10    NA

> df$b == 1
 [1]    NA FALSE  TRUE    NA  TRUE    NA    NA    NA    NA    NA

> df[df$b == 1, ""a""]
# A tibble: 9 × 1
      a
  <int>
1    NA
2     3
3    NA
4     5
5    NA
6    NA
7    NA
8    NA
9    NA
That's why there were NA's in your second attempt.
But dplyr::filter ""ignores"" NA's, that is, it filters out rows where the condition returns FALSE or NA. That's why there weren't NA's in your first attempt.
Two hints to improve your code:
It would've been better to change the order of select and filter:
SchIndxRead %>% filter(.College.Lookup == ""MIAD"") %>% select(.DormList)
This way you don't have to add the SchIndxRead$ later.
You might prefer using pull():
SchIndxRead %>% filter(.College.Lookup == ""MIAD"") %>% pull(.DormList)",2022-11-26 15:50:13Z,0
1010,,74583334,,,,,
1011,74583385,74583333,Carcigenicate,3000206,"You need another next call to have it run the code after the yield:
database = Database()
gen = database()  # Saved the generator to a variable
conn = next(gen)
cur = conn.cursor()
cur.execute(""select * from users"")
result = cur.fetchall()
conn.commit()
next(gen)  # Triggers the latter part of the function
Also note, when you exhaust a generator, it raises a StopIteration exception as you'll see. You'll need to catch that as well.",2022-11-26 15:20:36Z,1
1012,74583500,74583333,chepner,1126841,"What you are trying to do is implement a context manager; the similarly to a Pytext fixture is incidental.
You can do this with contextmanager.contextlib
from contextlib import contextmanager

@contextmanager
def db_connection(conn_str):
    connection = psycopg2.connect(conn_str)
    yield connection
    connection.close()

with db_connection(...) as db:
    ...
or define Database.__enter__ and Database.__exit__ explicitly:
class Database:
    def __init__(self, conn_str: str):
        self.conn_str = conn_str

    def __enter__(self):
        self.conn = psycopg2.connect(self.conn_str)
        return self.conn

    def __exit__(self, *args):
        print(""Got here"")
        self.conn.close()

with Database(...) as db:
    ...
(You can use the connection returned by psycopg2.connect as a context manager itself.)",2022-11-26 15:38:07Z,2
1013,page note found,74583332,page note found,page note found,page note found,page note found,page note found
1014,closed,74583331,closed,closed,closed,closed,closed
1015,74589933,74583327,Dmitri T,2897748,"It looks like you can use WebSocket Samplers by Peter Doornbosch (can be installed using JMeter Plugins Manager), some sample code snippets are available in Using Websocket samplers in JMeter with STOMP plugin issue discussion, for instance this one:
String s = ""CONNECT\n"" +       
       ""login:${wsToken}\n"" +
                   ""passcode:\n"" +
                   ""accept-version:1.1,1.0\n"" +
                   ""heart-beat:20000,0\n"" +
                   ""\n"" + 
                   '\0'  // note: NULL char at end
                   ;

vars.put(""wsStompData"", s);     ",2022-11-27 12:16:51Z,0
1016,74584373,74583326,njouro,20593303,"This works. I am accessing via columnheader.
it('shoulda colum with id', () => {
    expect(screen.getByRole('columnheader', { name: /id/i })).toBeInTheDocument();
});",2022-11-26 17:41:07Z,0
1017,,74583323,,,,,
1018,page note found,74583322,page note found,page note found,page note found,page note found,page note found
1019,,74583318,,,,,
1020,closed,74583315,closed,closed,closed,closed,closed
1021,closed,74583315,closed,closed,closed,closed,closed
1022,74583905,74583313,Caladan,17641423,"There are many problems with this code.
The first problem is that you can't use user.roles.add in the second if statement since the user variable is scoped to the first if statement only and can't be used outside it. So to fix it, you would either have to move the user variable declaration to outside both if statements or create a new variable in the second if statement.
The second problem is that the user variable is a User object and it doesn't have a .roles property. Instead, what you are looking for is a GuildMember which you can get by using interaction.guild.members.cache.get(interaction.user.id).
Your fixed code would look like this:
// ...
if (interaction.customId == 'ROLE') {
    if (!interaction.isButton()) return
    await interaction.guild.members.fetch()
    const member = interaction.guild.members.cache.get(interaction.user.id)
    let role = interaction.guild.roles.cache.find(
        (role) => role.name === 'member'
    )
    member.roles.add(role)
}
// ...",2022-11-26 16:36:24Z,0
1023,74583324,74583311,Kjetil,20519869,"This is a simple mistake, check comments in the codeblock, if i can help further, please comment
var myMusic = 
[
  {
    ""artist"": ""Billy Joel"",
    ""title"": ""Piano Man"",
    ""release_year"": 1973,
    ""formats"": [
      ""CD"",
      ""8T"",
      ""LP""
    ],
    ""gold"": true
  },
  {
    ""artist"": ""Beau Carnes"",
    ""title"": ""Cereal Man"",
    ""release_year"": 2003,
    ""formats"": [
      ""Youtube Video""
  ],
  },    
];

console.log(myMusic.artist); // undefined because myMusic is an array
console.log(myMusic[0].artist); // ""Billy Joel""
console.log(myMusic[1].artist); // ""Beau Carnes""
console.log(myMusic[0]) /* 
{
    ""artist"": ""Billy Joel"",
    ""title"": ""Piano Man"",
    ""release_year"": 1973,
    ""formats"": [
      ""CD"",
      ""8T"",
      ""LP""
    ],
    ""gold"": true
  } */",2022-11-26 15:15:26Z,2
1024,74595264,74583310,segevp,12584667,So it seems that there is a bug in Pycharm current version and What helped me fix it is to download the EAP version 2022.3. I did not receive anymore errors.,2022-11-28 02:04:06Z,0
1025,74584881,74583306,Gilbert Le Blanc,300257,"Let's work through a simple example.
I'm not sure what -2 to 2(x) means. Let's assume a linear graph going from -2 to 2 on the X-axis and a drawing JPanel of 1000 x 800 pixels. If your graph uses a logarithmic scale then the math will be much more complicated.
Your X pixel count goes from 0 to 1000. So 0 represents -2 and 1000 represents 2.
The formula to convert values to pixels is:
pixels = (value + 2.0) X 1000 / 4.0  
or, in more general terms
pixels = (value - minimum value) X (total pixels) / (maximum value - minimum value)
The equation is the same for the Y direction unless you want to invert the Y value. Cartesian graphs have the Y axis going upward in a positive direction while a drawing JPanel has Y values increasing going downward.
If you do want to invert the Y axis, the formula is
pixels = total pixels - calculated pixels (the formula already given)",2022-11-26 19:13:00Z,0
1026,,74583305,,,,,
1027,,74583304,,,,,
1028,74583379,74583302,Nuri Taş,19255749,"The issue is it overwrites the plots each time unless you create new subplots. I've also used fig.tight_layout() to avoid overlapping. You can adjust nrows or ncolumns for a better view:
fig, ax = plt.subplots(nrows=len(df), ncols=1, figsize=(20, 12), 
              subplot_kw=dict(polar=True), dpi = 100)
fig.tight_layout()

for i in range(len(df)):
    values =  df.loc[df.index[i]].values.flatten().tolist()
    values += values[:1]

     # Draw the outline of the data.
    ax[i].plot(angles, values, color='#1aaf6c', linewidth=1, 
          )
    # add the fill in  
    ax[i].fill(angles, values, color='#1aaf6c', alpha=0.25) 

    # Fix axis to go in the right order and start at 12 o'clock.
    ax[i].set_theta_offset(np.pi / 2)
    ax[i].set_theta_direction(-1)
Output:",2022-11-26 15:19:49Z,1
1029,,74583301,,,,,
1030,,74583299,,,,,
1031,closed,74583294,closed,closed,closed,closed,closed
1032,closed,74583292,closed,closed,closed,closed,closed
1033,74583375,74583288,Jason Liam,12002570,"The problem is that in the header file you've defined class Dialog in global namespace while you're trying to define the member function Dialog::initialize() in Model1 namespace.
This will not work because the out-of-class definition for the member function of a class must be in the same namespace in which the containing class is.
Thus, to solve this you can either define the class(in the header) in namespace Model1 or implement the member function(in the source file) in global namespace. Both these methods are shown below:
Method 1
Here we define the class in namespace Model1 in the header and leave the source file unchanged.
dialog.h
namespace Model1   //added this namepspace here
{
class Dialog
    {
        public:
            void initialize ();
    };
}
Working demo 1
Method 2
Here we define the member function in global namespace in source file and leave the header file unchanged.
dialog.cpp
#include ""Dialog.h""
void Dialog::initialize ()
{
      cout << ""initialization"";
}
Working demo 2",2022-11-26 15:18:49Z,3
1034,,74583284,,,,,
1035,,74583283,,,,,
1036,closed,74583279,closed,closed,closed,closed,closed
1037,74584338,74583278,Joffrey,1540818,"You haven't separated the origin and the develop:develop arguments in the gradle version. Use this instead:
commandLine(""git"", ""pull"", ""origin"", ""develop:develop"")",2022-11-26 17:36:22Z,1
1038,,74583276,,,,,
1039,74583344,74583273,Andy,1377002,"You can stringify the array. In addition just escape the / instead of using concatenation on the tag name - it's easier to read, and more efficient.
const array = ['1','2556','3','4','5'];

const output = `
  <script>
    window.stringArray = ${JSON.stringify(array)}
  <\/script>
`;

console.log(output);
Run code snippetExpand snippet",2022-11-26 15:15:11Z,1
1040,74583300,74583273,Lakshya Raj,14469685,"Why not use JSON.stringify? It works perfectly for your use case!
var array = ['1','2556','3','4','5'];

var output = `
<scr`+`ipt>
    window.stringArray = `+ JSON.stringify(array) +`;
</scr`+`ipt>

`;

console.log(output);
Run code snippetExpand snippet
You can read more about the usage of JSON.stringify on MDN.",2022-11-26 15:17:17Z,0
1041,closed,74583272,closed,closed,closed,closed,closed
1042,page note found,74583268,page note found,page note found,page note found,page note found,page note found
1043,74585906,74583267,RodrigoJuliano,14775268,"Starting with the but div I think is better to move it one level up and create a new container. So the div can be positioned without using absolute.
<div class=""outer-container"">
  <div class=""flex-container"">
    ...
  </div>
  <div id=""but"">
    ...
  </div>
</div>
.flex-container {
  display: flex;
}
.outer-container {
  display: flex;
  flex-direction: column;
  justify-content: center;
  height: 100%;
  width: 100%;
  position: fixed;
  top: 0;
}
As you are using a div for the background, You need to keep position: fixed here. Now to center the but you can use align-self because using align-items in the container will make the children to shrink later.
#but {
  align-self: center;
}
To make all flex-container children same height lets remove all height properties since that is the default behavior of flex-box (when in row direction). And to make para and bg-text divs same width lets use flex: 1. This will make them grow to the same size as long as it has enough space.
.left.arrow {
  margin: auto 0;
  z-index: 2;
  padding: 10px;
}

.right.arrow {
  margin: auto 0;
  z-index: 2;
  padding: 10px;
}

.bg-text {
  background-color: rgb(0, 0, 0);
  /* Fallback color */
  background-color: rgba(0, 0, 0, 0.4);
  /* Black w/opacity/see-through */
  color: white;
  font-weight: bold;
  border: 3px solid #f1f1f1;
  z-index: 2;
  padding: 20px;
  flex: 1;
}

.para {
  background-color: rgba(0, 0, 0, 0.329);
  /* Fallback color */
  background-color: rgba(0, 0, 0, 0.4);
  /* Black w/opacity/see-through */
  color: white;
  font-weight: bold;
  border: 3px solid #f1f1f1;
  z-index: 2;
  padding: 20px;
  text-align: center;
  flex: 1;
}
It looks like you want to center the preview_text. Lets use flex-box again.
.container {
  height: 100%;
  display: flex;
  flex-direction: column;
  justify-content: center;
}

#preview_text {
  /* line-height: 500px; */
}
For now the flex-container is using full width. To limit it you can use a fixed margin or fixed width. Using percentage for this will create large margins on small screens unless you put different values for different screen sizes (using media queries or the calc and min/max functions). Let's use a fixed width and margin: auto to keep it centralized.
.flex-container {
  display: flex;
  max-width: 800px;
  margin: 0 auto;
  width: 100%;
}
Final result:
body {
  height: 100vh;
  margin: 0;
}

.bg-image {
  /* The image used */
  background-image: url(""/background.jpg"");
  /* Add the blur effect */
  filter: blur(8px);
  -webkit-filter: blur(8px);
  /* Full height */
  height: 100%;
  /* Center and scale the image nicely */
  background-position: center;
  background-repeat: no-repeat;
  background-size: cover;
}


/* Position text in the middle of the page/image */

.left.arrow {
  margin: auto 0;
  z-index: 2;
  padding: 10px;
}

.right.arrow {
  margin: auto 0;
  z-index: 2;
  padding: 10px;
}

.bg-text {
  background-color: rgb(0, 0, 0);
  /* Fallback color */
  background-color: rgba(0, 0, 0, 0.4);
  /* Black w/opacity/see-through */
  color: white;
  font-weight: bold;
  border: 3px solid #f1f1f1;
  z-index: 2;
  padding: 20px;
  flex: 1
}

.para {
  background-color: rgba(0, 0, 0, 0.329);
  /* Fallback color */
  background-color: rgba(0, 0, 0, 0.4);
  /* Black w/opacity/see-through */
  color: white;
  font-weight: bold;
  border: 3px solid #f1f1f1;
  z-index: 2;
  padding: 20px;
  text-align: center;
  flex: 1
}

.flex-container {
  display: flex;
  max-width: 800px;
  margin: 0 auto;
  width: 100%;
}

.container {
  height: 100%;
  display: flex;
  flex-direction: column;
  justify-content: center;
}

#preview_text {
  /* line-height: 500px; */
}

#but {
  align-self: center;
}

.outer-container {
  display: flex;
  flex-direction: column;
  justify-content: center;
  height: 100%;
  width: 100%;
  position: fixed;
  top: 0;
}
<!DOCTYPE html>
<html lang=""en"">

<head>
  <meta charset=""UTF-8"">
  <meta http-equiv=""X-UA-Compatible"" content=""IE=edge"">
  <meta name=""viewport"" content=""width=device-width, initial-scale=1.0"">
  <title>Document</title>
</head>

<body>
  <div class=""bg-image""></div>
  <div class=""outer-container"">
    <div class=""flex-container"">
      <div class=""left arrow"">
        <button class=""btn"" style=""background-color: azure; border: 2px solid black;"" id=""left""><i
             class=""fas fa-angle-double-left""></i></button>
      </div>
      <div class=""bg-text"" id=""first_div"">
        <h4><u>Newspaper particulars</u><i class=""fa fa-sign-out"" style=""float: right; cursor: pointer;""></i></h4><br>
        <ul>
          <li><label for=""date"">Select date</label><br></li>
          <input type=""date"" id=""date"" name=""date"" style=""text-align: center; width: 100%;""><br><br>
          <li><label for=""unit"">Select division</label><br></li>
          <select name=""unit"" id=""unit"" style=""width: 100%; text-align: center;"">
            <option value=""default"" id=""default"">Click to select</option>
            <option value=""HQ"">HQ</option>
          </select><br><br>
          <li><label for=""cat"">Select news category</label><br></li>
          <div id=""cat"" style=""border: 2px solid white; padding: 5px;"">
            <input type=""radio"" id=""newspaper"" name=""category"" value=""News paper"">
            <label for=""newspaper"">News paper</label><br>
            <input type=""radio"" id=""newsportal"" name=""category"" value=""News portal"">
            <label for=""newsportal"">News portal</label><br>
            <input type=""radio"" id=""socialmedia"" name=""category"" value=""Social media"">
            <label for=""socialmedia"">Social media</label>
          </div>
        </ul>
      </div>
      <div class=""para"" id=""second_div"">
        <div class=""container"">
          <span id=""preview_text"" style=""color: red;"">Image preview</span>
        </div>
      </div>
      <div class=""right arrow"">
        <button class=""btn"" style=""background-color: azure; border: 2px solid black;"" id=""right""><i
             class=""fas fa-angle-double-right""></i></button>
      </div>
    </div>
    <div id=""but"">
      <button type=""button"" class=""btn btn-primary btn-block"">Upload</button>
    </div>
  </div>
</body>

</html>
Run code snippetExpand snippet",2022-11-26 22:03:22Z,0
1044,74595343,74583264,ivanatias,17195992,"The problem is with axios v1.2.0 itself. You need to add Accept and Accept-Encoding headers as a temporary solution until the issue is solved:
const res = await axios.get('https://jsonplaceholder.typicode.com/posts', {
    headers: {
      Accept: 'application/json',
      'Accept-Encoding': 'identity'
    }
})
Github discussion about this problem.",2022-11-28 03:27:26Z,1
1045,74595441,74583264,cyberwombat,856498,"It's a bug in Axios - I think dealing with gzip encoding. You can see the issue here.
Workaround:
import { createAsyncThunk } from ""@reduxjs/toolkit"";
import axios from ""axios"";

export const fetchJob = createAsyncThunk(
  ""users/fetchJobs"",

  async () => {
    const res = await axios.get(""https://jsonplaceholder.typicode.com/posts"", {
      headers: { Accept: ""application/json"", ""Accept-Encoding"": ""identity"" }
    });
    const data = res.data;
    // const res = await fetch(`https://jsonplaceholder.typicode.com/posts`);
    // const data = await res.json();
    console.log(res);

    return data;
  }
);",2022-11-28 16:55:30Z,1
1046,74583483,74583263,lawrence,1257303,You forgot to call setContentView in RegistrationActivity,2022-11-26 15:34:41Z,2
1047,74584763,74583263,cactustictacs,13598222,"Specifically, because you haven't called setContentView there are no Views in your Activity. So
TextInputLayout nameField = findViewById(R.id.TextInputEditText);
returns null because that View wasn't found. Because nameField is null, you can't call this method on it:
nameField.getEditText() // crashes with a NullPointerException
And that's basically what the error is telling you:
Caused by: java.lang.NullPointerException:
Attempt to invoke virtual method
'android.widget.EditText com.google.android.material.textfield.TextInputLayout.getEditText()'
on a null object reference
You tried to call the getEditText() method on something that's meant to be a TextInputLayout, but it's actually null. You just need to find out why!",2022-11-26 18:44:34Z,0
1048,,74583262,,,,,
1049,,74583259,,,,,
1050,page note found,74583258,page note found,page note found,page note found,page note found,page note found
1051,20002504,20002503,"7 revs, 5 users 42%",20002504,"In many cases, Python looks and behaves like natural English, but this is one case where that abstraction fails. People can use context clues to determine that ""Jon"" and ""Inbar"" are objects joined to the verb ""equals"", but the Python interpreter is more literal minded.
if name == ""Kevin"" or ""Jon"" or ""Inbar"":
is logically equivalent to:
if (name == ""Kevin"") or (""Jon"") or (""Inbar""):
Which, for user Bob, is equivalent to:
if (False) or (""Jon"") or (""Inbar""):
The or operator chooses the first argument with a positive truth value:
if ""Jon"":
And since ""Jon"" has a positive truth value, the if block executes. That is what causes ""Access granted"" to be printed regardless of the name given.
All of this reasoning also applies to the expression if ""Kevin"" or ""Jon"" or ""Inbar"" == name. the first value, ""Kevin"", is true, so the if block executes.
There are two common ways to properly construct this conditional.
Use multiple == operators to explicitly check against each value:
if name == ""Kevin"" or name == ""Jon"" or name == ""Inbar"":
Compose a collection of valid values (a set, a list or a tuple for example), and use the in operator to test for membership:
if name in {""Kevin"", ""Jon"", ""Inbar""}:
In general of the two the second should be preferred as it's easier to read and also faster:
>>> import timeit
>>> timeit.timeit('name == ""Kevin"" or name == ""Jon"" or name == ""Inbar""',
    setup=""name='Inbar'"")
0.4247764749999945
>>> timeit.timeit('name in {""Kevin"", ""Jon"", ""Inbar""}', setup=""name='Inbar'"")
0.18493307199999265
For those who may want proof that if a == b or c or d or e: ... is indeed parsed like this. The built-in ast module provides an answer:
>>> import ast
>>> ast.parse(""a == b or c or d or e"", ""<string>"", ""eval"")
<ast.Expression object at 0x7f929c898220>
>>> print(ast.dump(_, indent=4))
Expression(
    body=BoolOp(
        op=Or(),
        values=[
            Compare(
                left=Name(id='a', ctx=Load()),
                ops=[
                    Eq()],
                comparators=[
                    Name(id='b', ctx=Load())]),
            Name(id='c', ctx=Load()),
            Name(id='d', ctx=Load()),
            Name(id='e', ctx=Load())]))
As one can see, it's the boolean operator or applied to four sub-expressions: comparison a == b; and simple expressions c, d, and e.",2021-04-11 18:47:35Z,205
1052,62545337,20002503,7u5h4r,13751567,"There are 3 condition checks in if name == ""Kevin"" or ""Jon"" or ""Inbar"":
name == ""Kevin""
""Jon""
""Inbar""
and this if statement is equivalent to
if name == ""Kevin"":
    print(""Access granted."")
elif ""Jon"":
    print(""Access granted."")
elif ""Inbar"":
    print(""Access granted."")
else:
    print(""Access denied."")
Since elif ""Jon"" will always be true so access to any user is granted
Solution
You can use any one method below
Fast
if name in [""Kevin"", ""Jon"", ""Inbar""]:
    print(""Access granted."")
else:
    print(""Access denied."")
Slow
if name == ""Kevin"" or name == ""Jon"" or name == ""Inbar"":
    print(""Access granted."")
else:
    print(""Access denied."")
Slow + Unnecessary code
if name == ""Kevin"":
    print(""Access granted."")
elif name == ""Jon"":
    print(""Access granted."")
elif name == ""Inbar"":
    print(""Access granted."")
else:
    print(""Access denied."")",2020-06-24 00:30:08Z,7
1053,71188001,20002503,Deepthi Tabitha Bennet,17112163,"Summarising all existing answers
(And adding a few of my points)
Explanation :
if name == ""Kevin"" or ""Jon"" or ""Inbar"":
is logically equivalent to:
if (name == ""Kevin"") or (""Jon"") or (""Inbar""):
Which, for user Bob, is equivalent to:
if (False) or (""Jon"") or (""Inbar""):
NOTE : Python evaluates the logical value of any non-zero integer as True. Therefore, all Non-empty lists, sets, strings, etc. are evaluable and return True
The or operator chooses the first argument with a positive truth value.
Therefore, ""Jon"" has a positive truth value and the if block executes, since it is now equivalent to
if (False) or (True) or (True):
That is what causes ""Access granted"" to be printed regardless of the name input.
Solutions :
Solution 1 : Use multiple == operators to explicitly check against each value
if name == ""Kevin"" or name == ""Jon"" or name == ""Inbar"":
    print(""Access granted."")
else:
    print(""Access denied."")
Solution 2 : Compose a collection of valid values (a set, a list or a tuple for example), and use the in operator to test for membership (faster, preferred method)
if name in {""Kevin"", ""Jon"", ""Inbar""}:
    print(""Access granted."")
else:
    print(""Access denied."")
OR
if name in [""Kevin"", ""Jon"", ""Inbar""]:
    print(""Access granted."")
else:
    print(""Access denied."")
Solution 3 : Use the basic (and not very efficient) if-elif-else structure
if name == ""Kevin"":
    print(""Access granted."")
elif name == ""Jon"":
    print(""Access granted."")
elif name == ""Inbar"":
    print(""Access granted."")
else:
    print(""Access denied."")",2022-02-25 06:21:43Z,7
1054,56186060,20002503,Ofer Rahat,1854182,"Simple engineering problem, let's simply it a bit further.
In [1]: a,b,c,d=1,2,3,4
In [2]: a==b
Out[2]: False
But, inherited from the language C, Python evaluates the logical value of a non zero integer as True.
In [11]: if 3:
    ...:     print (""yey"")
    ...:
yey
Now, Python builds on that logic and let you use logic literals such as or on integers, and so
In [9]: False or 3
Out[9]: 3
Finally
In [4]: a==b or c or d
Out[4]: 3
The proper way to write it would be:
In [13]: if a in (b,c,d):
    ...:     print('Access granted')
For safety I'd also suggest you don't hard code passwords.",2019-05-17 12:05:58Z,3
